attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours
ATT003876,EMP0159,2024-07-01,23,19,4,0,11,4.2
ATT003877,EMP0159,2024-08-01,22,20,2,0,10,7.1
ATT003878,EMP0159,2024-09-01,21,20,1,0,14,0.0
ATT003879,EMP0159,2024-10-01,23,21,2,0,14,6.5
ATT003880,EMP0159,2024-11-01,21,17,4,0,12,2.9
ATT003881,EMP0159,2024-12-01,22,22,0,3,9,5.5
ATT003882,EMP0159,2025-01-01,23,23,0,0,6,7.0
ATT003883,EMP0159,2025-02-01,20,17,3,1,16,13.0
ATT003884,EMP0159,2025-03-01,21,17,4,1,4,3.9
ATT003885,EMP0159,2025-04-01,22,22,0,2,10,5.4
ATT003886,EMP0159,2025-05-01,22,21,1,0,7,8.5
ATT003887,EMP0159,2025-06-01,21,20,1,0,11,5.7
ATT003888,EMP0159,2025-07-01,23,21,2,2,12,0.7
ATT003889,EMP0159,2025-08-01,21,20,1,2,9,4.6
ATT003890,EMP0159,2025-09-01,22,17,5,0,7,2.9
ATT003891,EMP0159,2025-10-01,23,21,2,1,12,1.4
ATT003892,EMP0159,2025-11-01,20,20,0,1,9,4.0
ATT003893,EMP0159,2025-12-01,23,22,1,2,10,7.4
ATT003894,EMP0159,2026-01-01,22,22,0,1,9,8.4
ATT003895,EMP0159,2026-02-01,20,14,6,2,7,2.7
ATT003896,EMP0159,2026-03-01,22,18,4,0,9,2.2
ATT003897,EMP0159,2026-04-01,22,18,4,1,7,5.0
ATT003898,EMP0159,2026-05-01,21,19,2,2,10,3.5
ATT003899,EMP0159,2026-06-01,22,17,5,2,3,3.5
ATT003900,EMP0160,2024-01-01,23,21,2,0,14,3.7
ATT003901,EMP0160,2024-02-01,21,18,3,1,13,9.1
ATT003902,EMP0160,2024-03-01,21,19,2,2,15,6.4
ATT003903,EMP0160,2024-04-01,22,21,1,1,19,7.5
ATT003904,EMP0160,2024-05-01,23,22,1,1,16,6.2
ATT003905,EMP0160,2024-06-01,20,16,4,1,15,7.0
ATT003906,EMP0160,2024-07-01,23,21,2,1,14,9.4
ATT003907,EMP0160,2024-08-01,22,18,4,0,13,4.6
ATT003908,EMP0160,2024-09-01,21,19,2,1,14,3.1
ATT003909,EMP0160,2024-10-01,23,20,3,3,20,4.4
ATT003910,EMP0160,2024-11-01,21,17,4,1,14,4.8
ATT003911,EMP0160,2024-12-01,22,18,4,2,16,2.8
ATT003912,EMP0160,2025-01-01,23,20,3,2,15,1.5
ATT003913,EMP0160,2025-02-01,20,15,5,1,10,2.7
ATT003914,EMP0160,2025-03-01,21,17,4,0,10,16.5
ATT003915,EMP0160,2025-04-01,22,21,1,0,21,5.7
ATT003916,EMP0160,2025-05-01,22,18,4,2,12,2.4
ATT003917,EMP0160,2025-06-01,21,18,3,0,16,4.6
ATT003918,EMP0160,2025-07-01,23,20,3,1,19,4.6
ATT003919,EMP0160,2025-08-01,21,16,5,1,13,0.8
ATT003920,EMP0160,2025-09-01,22,18,4,0,17,1.0
ATT003921,EMP0160,2025-10-01,23,16,7,0,14,7.7
ATT003922,EMP0160,2025-11-01,20,20,0,2,14,8.4
ATT003923,EMP0160,2025-12-01,23,22,1,1,19,7.1
ATT003924,EMP0160,2026-01-01,22,20,2,0,17,7.2
ATT003925,EMP0160,2026-02-01,20,17,3,0,12,0.0
ATT003926,EMP0160,2026-03-01,22,19,3,1,16,0.4
ATT003927,EMP0160,2026-04-01,22,21,1,0,19,2.0
ATT003928,EMP0160,2026-05-01,21,21,0,1,17,0.0
ATT003929,EMP0160,2026-06-01,22,21,1,0,20,0.0
ATT003930,EMP0161,2024-01-01,23,14,9,1,10,6.6
ATT003931,EMP0161,2024-02-01,21,19,2,0,8,5.2
ATT003932,EMP0161,2024-03-01,21,16,5,2,6,7.3
ATT003933,EMP0161,2024-04-01,22,17,5,2,6,1.5
ATT003934,EMP0161,2024-05-01,23,19,4,1,7,2.3
ATT003935,EMP0161,2024-06-01,20,17,3,4,3,6.8
ATT003936,EMP0161,2024-07-01,23,18,5,1,8,0.1
ATT003937,EMP0161,2024-08-01,22,20,2,2,12,3.5
ATT003938,EMP0161,2024-09-01,21,19,2,1,12,0.0
ATT003939,EMP0161,2024-10-01,23,17,6,1,10,5.1
ATT003940,EMP0161,2024-11-01,21,16,5,1,8,6.6
ATT003941,EMP0161,2024-12-01,22,17,5,1,9,6.9
ATT003942,EMP0161,2025-01-01,23,18,5,0,11,0.0
ATT003943,EMP0161,2025-02-01,20,16,4,1,8,0.4
ATT003944,EMP0161,2025-03-01,21,18,3,3,8,2.7
ATT003945,EMP0161,2025-04-01,22,16,6,3,6,8.3
ATT003946,EMP0161,2025-05-01,22,15,7,2,11,12.5
ATT003947,EMP0161,2025-06-01,21,15,6,0,4,2.4
ATT003948,EMP0161,2025-07-01,23,16,7,1,2,0.4
ATT003949,EMP0161,2025-08-01,21,16,5,1,9,3.2
ATT003950,EMP0161,2025-09-01,22,20,2,2,6,0.0
ATT003951,EMP0161,2025-10-01,23,16,7,0,11,1.0
ATT003952,EMP0161,2025-11-01,20,15,5,2,6,0.0
ATT003953,EMP0161,2025-12-01,23,22,1,0,7,6.6
ATT003954,EMP0161,2026-01-01,22,21,1,3,4,13.9
ATT003955,EMP0161,2026-02-01,20,17,3,3,6,5.1
ATT003956,EMP0161,2026-03-01,22,20,2,1,4,0.0
ATT003957,EMP0161,2026-04-01,22,16,6,2,4,0.7
ATT003958,EMP0161,2026-05-01,21,16,5,0,7,2.9
ATT003959,EMP0161,2026-06-01,22,14,8,0,0,6.3
ATT003960,EMP0162,2024-01-01,23,23,0,1,10,1.6
ATT003961,EMP0162,2024-02-01,21,19,2,0,6,3.2
ATT003962,EMP0162,2024-03-01,21,21,0,1,13,3.2
ATT003963,EMP0162,2024-04-01,22,18,4,0,14,2.3
ATT003964,EMP0162,2024-05-01,23,19,4,0,2,0.0
ATT003965,EMP0162,2024-06-01,20,19,1,1,6,0.8
ATT003966,EMP0162,2024-07-01,23,19,4,1,10,0.0
ATT003967,EMP0162,2024-08-01,22,20,2,0,9,0.9
ATT003968,EMP0162,2024-09-01,21,19,2,2,6,2.3
ATT003969,EMP0162,2024-10-01,23,23,0,1,9,1.9
ATT003970,EMP0162,2024-11-01,21,19,2,2,4,0.8
ATT003971,EMP0162,2024-12-01,22,21,1,2,12,5.4
ATT003972,EMP0162,2025-01-01,23,22,1,1,15,0.0
ATT003973,EMP0162,2025-02-01,20,19,1,0,7,8.0
ATT003974,EMP0162,2025-03-01,21,21,0,1,9,3.3
ATT003975,EMP0162,2025-04-01,22,19,3,1,5,3.8
ATT003976,EMP0162,2025-05-01,22,18,4,1,9,6.8
ATT003977,EMP0162,2025-06-01,21,18,3,0,13,5.6
ATT003978,EMP0162,2025-07-01,23,22,1,0,10,0.9
ATT003979,EMP0162,2025-08-01,21,16,5,0,6,8.5
ATT003980,EMP0162,2025-09-01,22,19,3,1,4,0.0
ATT003981,EMP0162,2025-10-01,23,19,4,0,6,0.0
ATT003982,EMP0162,2025-11-01,20,19,1,1,11,3.6
ATT003983,EMP0162,2025-12-01,23,20,3,1,8,9.0
ATT003984,EMP0162,2026-01-01,22,20,2,0,10,3.5
ATT003985,EMP0162,2026-02-01,20,14,6,0,7,9.9
ATT003986,EMP0162,2026-03-01,22,16,6,0,2,0.0
ATT003987,EMP0162,2026-04-01,22,20,2,1,5,7.9
ATT003988,EMP0162,2026-05-01,21,19,2,2,9,0.0
ATT003989,EMP0162,2026-06-01,22,19,3,0,10,2.3
ATT003990,EMP0163,2024-01-01,23,22,1,0,1,5.6
ATT003991,EMP0163,2024-02-01,21,21,0,0,0,6.9
ATT003992,EMP0163,2024-03-01,21,21,0,2,2,5.2
ATT003993,EMP0163,2024-04-01,22,21,1,0,1,4.5
ATT003994,EMP0163,2024-05-01,23,19,4,1,1,3.9
ATT003995,EMP0163,2024-06-01,20,19,1,0,2,0.0
ATT003996,EMP0163,2024-07-01,23,21,2,2,5,1.6
ATT003997,EMP0163,2024-08-01,22,22,0,0,5,7.4
ATT003998,EMP0163,2024-09-01,21,19,2,2,0,3.5
ATT003999,EMP0163,2024-10-01,23,23,0,1,0,1.2
ATT004000,EMP0163,2024-11-01,21,20,1,0,0,7.2
ATT004001,EMP0163,2024-12-01,22,21,1,0,0,1.4
ATT004002,EMP0163,2025-01-01,23,20,3,0,0,2.4
ATT004003,EMP0163,2025-02-01,20,17,3,0,0,0.0
ATT004004,EMP0163,2025-03-01,21,19,2,1,3,0.0
ATT004005,EMP0163,2025-04-01,22,20,2,2,2,7.6
ATT004006,EMP0163,2025-05-01,22,20,2,1,3,2.3
ATT004007,EMP0163,2025-06-01,21,21,0,0,1,2.1
ATT004008,EMP0163,2025-07-01,23,21,2,2,5,0.4
ATT004009,EMP0163,2025-08-01,21,20,1,1,0,5.3
ATT004010,EMP0163,2025-09-01,22,18,4,2,4,9.1
ATT004011,EMP0163,2025-10-01,23,21,2,0,3,1.7
ATT004012,EMP0163,2025-11-01,20,18,2,1,0,1.1
ATT004013,EMP0163,2025-12-01,23,22,1,0,1,4.9
ATT004014,EMP0163,2026-01-01,22,22,0,1,1,6.7
ATT004015,EMP0163,2026-02-01,20,19,1,1,0,0.0
ATT004016,EMP0163,2026-03-01,22,20,2,0,2,0.0
ATT004017,EMP0163,2026-04-01,22,22,0,0,2,7.9
ATT004018,EMP0163,2026-05-01,21,21,0,0,0,0.0
ATT004019,EMP0163,2026-06-01,22,20,2,2,1,3.0
ATT004020,EMP0164,2024-09-01,21,20,1,0,0,6.3
ATT004021,EMP0164,2024-10-01,23,18,5,1,0,2.9
ATT004022,EMP0164,2024-11-01,21,19,2,1,0,2.6
ATT004023,EMP0164,2024-12-01,22,11,11,1,1,0.0
ATT004024,EMP0164,2025-01-01,23,20,3,1,4,4.6
ATT004025,EMP0164,2025-02-01,20,17,3,2,3,3.9
ATT004026,EMP0164,2025-03-01,21,15,6,2,0,5.2
ATT004027,EMP0164,2025-04-01,22,19,3,1,0,4.4
ATT004028,EMP0164,2025-05-01,22,18,4,4,0,2.4
ATT004029,EMP0164,2025-06-01,21,14,7,1,0,0.0
ATT004030,EMP0164,2025-07-01,23,19,4,1,1,5.0
ATT004031,EMP0164,2025-08-01,21,16,5,2,2,4.2
ATT004032,EMP0164,2025-09-01,22,19,3,0,2,8.4
ATT004033,EMP0164,2025-10-01,23,19,4,3,3,4.0
ATT004034,EMP0165,2024-01-01,23,19,4,1,16,9.5
ATT004035,EMP0165,2024-02-01,21,19,2,0,17,10.8
ATT004036,EMP0165,2024-03-01,21,18,3,1,18,4.0
ATT004037,EMP0165,2024-04-01,22,21,1,0,18,0.3
ATT004038,EMP0165,2024-05-01,23,20,3,1,17,0.0
ATT004039,EMP0165,2024-06-01,20,16,4,2,16,0.0
ATT004040,EMP0165,2024-07-01,23,20,3,0,18,10.2
ATT004041,EMP0165,2024-08-01,22,20,2,0,16,2.5
ATT004042,EMP0165,2024-09-01,21,20,1,0,17,0.0
ATT004043,EMP0165,2024-10-01,23,18,5,1,13,4.5
ATT004044,EMP0165,2024-11-01,21,18,3,1,15,6.4
ATT004045,EMP0165,2024-12-01,22,21,1,1,18,0.0
ATT004046,EMP0165,2025-01-01,23,20,3,0,14,3.5
ATT004047,EMP0165,2025-02-01,20,20,0,0,15,5.5
ATT004048,EMP0165,2025-03-01,21,20,1,0,20,7.8
ATT004049,EMP0165,2025-04-01,22,21,1,2,16,3.1
ATT004050,EMP0165,2025-05-01,22,20,2,0,16,5.6
ATT004051,EMP0165,2025-06-01,21,20,1,2,17,0.0
ATT004052,EMP0165,2025-07-01,23,20,3,0,16,4.3
ATT004053,EMP0165,2025-08-01,21,19,2,0,17,1.6
ATT004054,EMP0165,2025-09-01,22,21,1,0,15,5.4
ATT004055,EMP0165,2025-10-01,23,22,1,2,20,0.0
ATT004056,EMP0165,2025-11-01,20,19,1,2,14,7.4
ATT004057,EMP0165,2025-12-01,23,21,2,1,21,1.5
ATT004058,EMP0165,2026-01-01,22,16,6,0,13,0.0
ATT004059,EMP0165,2026-02-01,20,19,1,1,14,12.8
ATT004060,EMP0165,2026-03-01,22,20,2,1,16,1.2
ATT004061,EMP0165,2026-04-01,22,22,0,0,18,0.0
ATT004062,EMP0165,2026-05-01,21,19,2,1,14,6.0
ATT004063,EMP0165,2026-06-01,22,21,1,0,18,7.4
ATT004064,EMP0166,2024-01-01,23,18,5,2,0,5.2
ATT004065,EMP0166,2024-02-01,21,17,4,0,1,1.7
ATT004066,EMP0166,2024-03-01,21,20,1,2,1,7.2
ATT004067,EMP0166,2024-04-01,22,22,0,0,2,4.5
ATT004068,EMP0166,2024-05-01,23,18,5,0,0,0.0
ATT004069,EMP0166,2024-06-01,20,17,3,1,1,0.0
ATT004070,EMP0166,2024-07-01,23,22,1,3,3,6.4
ATT004071,EMP0166,2024-08-01,22,19,3,2,4,9.4
ATT004072,EMP0166,2024-09-01,21,19,2,2,3,6.1
ATT004073,EMP0166,2024-10-01,23,20,3,1,0,5.7
ATT004074,EMP0166,2024-11-01,21,15,6,0,3,6.6
ATT004075,EMP0166,2024-12-01,22,20,2,0,0,0.0
ATT004076,EMP0166,2025-01-01,23,21,2,0,0,0.7
ATT004077,EMP0166,2025-02-01,20,17,3,1,0,1.4
ATT004078,EMP0166,2025-03-01,21,19,2,0,2,1.8
ATT004079,EMP0166,2025-04-01,22,19,3,0,4,3.8
ATT004080,EMP0166,2025-05-01,22,18,4,0,0,0.0
ATT004081,EMP0166,2025-06-01,21,17,4,0,0,0.0
ATT004082,EMP0166,2025-07-01,23,17,6,1,2,0.0
ATT004083,EMP0166,2025-08-01,21,17,4,1,1,0.0
ATT004084,EMP0166,2025-09-01,22,21,1,1,2,9.3
ATT004085,EMP0166,2025-10-01,23,21,2,1,0,1.1
ATT004086,EMP0166,2025-11-01,20,19,1,0,3,1.6
ATT004087,EMP0166,2025-12-01,23,21,2,2,2,10.4
ATT004088,EMP0166,2026-01-01,22,20,2,0,5,0.6
ATT004089,EMP0166,2026-02-01,20,18,2,0,4,6.3
ATT004090,EMP0166,2026-03-01,22,19,3,1,3,1.7
ATT004091,EMP0166,2026-04-01,22,21,1,1,0,5.9
ATT004092,EMP0166,2026-05-01,21,20,1,0,1,0.0
ATT004093,EMP0166,2026-06-01,22,19,3,1,0,0.3
ATT004094,EMP0167,2024-01-01,23,22,1,0,8,5.9
ATT004095,EMP0167,2024-02-01,21,18,3,2,13,2.0
ATT004096,EMP0167,2024-03-01,21,20,1,1,4,0.0
ATT004097,EMP0167,2024-04-01,22,21,1,0,12,0.0
ATT004098,EMP0167,2024-05-01,23,23,0,1,15,1.3
ATT004099,EMP0167,2024-06-01,20,18,2,0,1,4.2
ATT004100,EMP0167,2024-07-01,23,22,1,1,15,1.9
ATT004101,EMP0167,2024-08-01,22,19,3,1,7,1.4
ATT004102,EMP0167,2024-09-01,21,21,0,1,11,7.5
ATT004103,EMP0167,2024-10-01,23,19,4,0,11,10.0
ATT004104,EMP0167,2024-11-01,21,19,2,0,9,9.1
ATT004105,EMP0167,2024-12-01,22,22,0,2,10,0.0
ATT004106,EMP0167,2025-01-01,23,23,0,0,10,0.0
ATT004107,EMP0167,2025-02-01,20,15,5,1,9,3.9
ATT004108,EMP0167,2025-03-01,21,19,2,1,9,4.3
ATT004109,EMP0167,2025-04-01,22,18,4,0,8,6.1
ATT004110,EMP0167,2025-05-01,22,21,1,0,10,0.0
ATT004111,EMP0167,2025-06-01,21,20,1,1,5,4.4
ATT004112,EMP0167,2025-07-01,23,19,4,1,7,6.3
ATT004113,EMP0167,2025-08-01,21,20,1,3,9,0.0
ATT004114,EMP0167,2025-09-01,22,20,2,1,10,6.8
ATT004115,EMP0167,2025-10-01,23,20,3,0,10,4.5
ATT004116,EMP0167,2025-11-01,20,17,3,2,5,7.3
ATT004117,EMP0167,2025-12-01,23,20,3,2,5,3.9
ATT004118,EMP0167,2026-01-01,22,18,4,0,10,1.8
ATT004119,EMP0167,2026-02-01,20,19,1,2,10,5.5
ATT004120,EMP0167,2026-03-01,22,18,4,2,6,3.5
ATT004121,EMP0167,2026-04-01,22,16,6,1,6,5.3
ATT004122,EMP0167,2026-05-01,21,19,2,1,6,2.7
ATT004123,EMP0167,2026-06-01,22,20,2,0,8,1.5
ATT004124,EMP0168,2024-02-01,21,21,0,0,0,0.0
ATT004125,EMP0168,2024-03-01,21,20,1,1,0,5.5
ATT004126,EMP0168,2024-04-01,22,19,3,0,1,7.1
ATT004127,EMP0168,2024-05-01,23,20,3,0,0,4.4
ATT004128,EMP0168,2024-06-01,20,18,2,0,0,6.5
ATT004129,EMP0168,2024-07-01,23,21,2,1,0,0.0
ATT004130,EMP0168,2024-08-01,22,21,1,2,1,0.0
ATT004131,EMP0168,2024-09-01,21,18,3,0,5,2.4
ATT004132,EMP0168,2024-10-01,23,22,1,1,3,2.2
ATT004133,EMP0168,2024-11-01,21,19,2,0,0,4.6
ATT004134,EMP0168,2024-12-01,22,20,2,1,5,0.0
ATT004135,EMP0168,2025-01-01,23,19,4,0,0,7.8
ATT004136,EMP0168,2025-02-01,20,17,3,1,4,0.0
ATT004137,EMP0168,2025-03-01,21,20,1,0,5,4.6
ATT004138,EMP0168,2025-04-01,22,21,1,0,3,7.6
ATT004139,EMP0168,2025-05-01,22,20,2,1,4,8.2
ATT004140,EMP0168,2025-06-01,21,18,3,1,0,2.5
ATT004141,EMP0168,2025-07-01,23,19,4,1,0,8.4
ATT004142,EMP0168,2025-08-01,21,18,3,0,0,11.9
ATT004143,EMP0168,2025-09-01,22,17,5,0,0,4.5
ATT004144,EMP0168,2025-10-01,23,23,0,2,4,0.0
ATT004145,EMP0168,2025-11-01,20,18,2,0,1,0.0
ATT004146,EMP0168,2025-12-01,23,21,2,0,3,8.9
ATT004147,EMP0168,2026-01-01,22,20,2,1,5,2.8
ATT004148,EMP0168,2026-02-01,20,19,1,1,0,0.0
ATT004149,EMP0168,2026-03-01,22,20,2,0,3,1.3
ATT004150,EMP0168,2026-04-01,22,20,2,2,2,3.2
ATT004151,EMP0168,2026-05-01,21,20,1,0,3,2.4
ATT004152,EMP0168,2026-06-01,22,20,2,2,1,3.7
ATT004153,EMP0169,2024-01-01,23,23,0,0,11,0.0
ATT004154,EMP0169,2024-02-01,21,21,0,0,5,3.8
ATT004155,EMP0169,2024-03-01,21,20,1,2,10,0.5
ATT004156,EMP0169,2024-04-01,22,21,1,0,11,1.3
ATT004157,EMP0169,2024-05-01,23,21,2,0,12,4.6
ATT004158,EMP0169,2024-06-01,20,19,1,0,9,2.7
ATT004159,EMP0169,2024-07-01,23,23,0,0,5,3.2
ATT004160,EMP0169,2024-08-01,22,22,0,1,9,2.8
ATT004161,EMP0169,2024-09-01,21,21,0,0,15,0.0
ATT004162,EMP0169,2024-10-01,23,23,0,0,14,2.0
ATT004163,EMP0169,2024-11-01,21,21,0,0,14,1.8
ATT004164,EMP0169,2024-12-01,22,22,0,0,7,3.0
ATT004165,EMP0169,2025-01-01,23,23,0,0,5,0.0
ATT004166,EMP0169,2025-02-01,20,20,0,0,5,2.6
ATT004167,EMP0169,2025-03-01,21,20,1,0,5,4.1
ATT004168,EMP0169,2025-04-01,22,22,0,1,13,2.4
ATT004169,EMP0169,2025-05-01,22,22,0,0,7,0.3
ATT004170,EMP0169,2025-06-01,21,20,1,0,6,6.2
ATT004171,EMP0169,2025-07-01,23,23,0,0,10,0.0
ATT004172,EMP0169,2025-08-01,21,21,0,1,9,0.0
ATT004173,EMP0169,2025-09-01,22,21,1,0,9,0.4
ATT004174,EMP0169,2025-10-01,23,23,0,0,9,8.8
ATT004175,EMP0169,2025-11-01,20,20,0,0,11,5.0
ATT004176,EMP0169,2025-12-01,23,23,0,0,5,0.0
ATT004177,EMP0169,2026-01-01,22,22,0,0,7,3.4
ATT004178,EMP0169,2026-02-01,20,20,0,0,9,0.0
ATT004179,EMP0169,2026-03-01,22,22,0,1,8,6.2
ATT004180,EMP0169,2026-04-01,22,22,0,0,11,4.0
ATT004181,EMP0169,2026-05-01,21,20,1,0,4,3.5
ATT004182,EMP0169,2026-06-01,22,22,0,1,8,14.8
ATT004183,EMP0170,2024-01-01,23,20,3,1,2,10.4
ATT004184,EMP0170,2024-02-01,21,20,1,5,3,2.2
ATT004185,EMP0170,2024-03-01,21,18,3,1,2,6.7
ATT004186,EMP0170,2024-04-01,22,22,0,3,3,1.2
ATT004187,EMP0170,2024-05-01,23,22,1,2,1,3.9
ATT004188,EMP0170,2024-06-01,20,19,1,1,1,5.9
ATT004189,EMP0170,2024-07-01,23,23,0,0,2,2.8
ATT004190,EMP0170,2024-08-01,22,19,3,0,0,4.9
ATT004191,EMP0170,2024-09-01,21,20,1,1,5,10.9
ATT004192,EMP0170,2024-10-01,23,21,2,1,0,0.0
ATT004193,EMP0170,2024-11-01,21,20,1,0,1,0.0
ATT004194,EMP0170,2024-12-01,22,21,1,0,1,0.0
ATT004195,EMP0170,2025-01-01,23,19,4,1,2,1.2
ATT004196,EMP0170,2025-02-01,20,19,1,1,2,0.0
ATT004197,EMP0170,2025-03-01,21,19,2,1,3,6.5
ATT004198,EMP0170,2025-04-01,22,18,4,1,5,7.2
ATT004199,EMP0170,2025-05-01,22,22,0,1,2,2.7
ATT004200,EMP0170,2025-06-01,21,21,0,1,5,0.0
ATT004201,EMP0170,2025-07-01,23,16,7,1,1,1.9
ATT004202,EMP0170,2025-08-01,21,19,2,1,5,2.4
ATT004203,EMP0170,2025-09-01,22,19,3,1,2,3.5
ATT004204,EMP0170,2025-10-01,23,22,1,1,3,5.8
ATT004205,EMP0170,2025-11-01,20,17,3,0,3,2.6
ATT004206,EMP0170,2025-12-01,23,21,2,1,1,5.2
ATT004207,EMP0170,2026-01-01,22,20,2,2,4,9.3
ATT004208,EMP0170,2026-02-01,20,18,2,0,0,0.6
ATT004209,EMP0170,2026-03-01,22,20,2,1,3,0.0
ATT004210,EMP0170,2026-04-01,22,21,1,0,5,8.4
ATT004211,EMP0170,2026-05-01,21,19,2,1,1,4.8
ATT004212,EMP0170,2026-06-01,22,21,1,0,4,5.8
ATT004213,EMP0171,2024-01-01,23,21,2,0,14,0.0
ATT004214,EMP0171,2024-02-01,21,17,4,3,12,10.0
ATT004215,EMP0171,2024-03-01,21,17,4,3,5,0.0
ATT004216,EMP0171,2024-04-01,22,17,5,0,10,0.0
ATT004217,EMP0171,2024-05-01,23,21,2,0,10,12.6
ATT004218,EMP0171,2024-06-01,20,19,1,0,6,5.6
ATT004219,EMP0171,2024-07-01,23,17,6,0,8,8.8
ATT004220,EMP0171,2024-08-01,22,19,3,0,9,8.0
ATT004221,EMP0171,2024-09-01,21,20,1,0,3,5.6
ATT004222,EMP0171,2024-10-01,23,19,4,0,5,0.3
ATT004223,EMP0171,2024-11-01,21,15,6,0,2,0.0
ATT004224,EMP0171,2024-12-01,22,21,1,1,4,0.0
ATT004225,EMP0171,2025-01-01,23,22,1,0,15,4.8
ATT004226,EMP0171,2025-02-01,20,17,3,2,12,6.8
ATT004227,EMP0171,2025-03-01,21,21,0,0,7,10.7
ATT004228,EMP0171,2025-04-01,22,22,0,0,4,6.0
ATT004229,EMP0171,2025-05-01,22,18,4,1,12,3.0
ATT004230,EMP0171,2025-06-01,21,21,0,0,8,6.1
ATT004231,EMP0171,2025-07-01,23,17,6,0,5,4.0
ATT004232,EMP0171,2025-08-01,21,17,4,3,5,6.1
ATT004233,EMP0171,2025-09-01,22,18,4,1,4,0.8
ATT004234,EMP0171,2025-10-01,23,21,2,1,12,7.8
ATT004235,EMP0171,2025-11-01,20,17,3,1,10,3.7
ATT004236,EMP0171,2025-12-01,23,16,7,1,7,5.6
ATT004237,EMP0171,2026-01-01,22,22,0,2,8,6.4
ATT004238,EMP0171,2026-02-01,20,17,3,2,10,2.4
ATT004239,EMP0171,2026-03-01,22,21,1,2,11,7.1
ATT004240,EMP0171,2026-04-01,22,21,1,0,4,1.3
ATT004241,EMP0171,2026-05-01,21,20,1,0,8,5.7
ATT004242,EMP0171,2026-06-01,22,19,3,0,4,7.0
ATT004243,EMP0172,2024-01-01,23,21,2,1,18,12.9
ATT004244,EMP0172,2024-02-01,21,21,0,0,18,13.9
ATT004245,EMP0172,2024-03-01,21,21,0,0,19,7.0
ATT004246,EMP0172,2024-04-01,22,21,1,0,18,7.0
ATT004247,EMP0172,2024-05-01,23,22,1,0,19,7.7
ATT004248,EMP0172,2024-06-01,20,19,1,0,13,8.8
ATT004249,EMP0172,2024-07-01,23,23,0,0,22,0.0
ATT004250,EMP0172,2024-08-01,22,22,0,1,18,3.6
ATT004251,EMP0172,2024-09-01,21,20,1,1,18,2.2
ATT004252,EMP0172,2024-10-01,23,22,1,0,19,3.1
ATT004253,EMP0172,2024-11-01,21,20,1,0,20,2.5
ATT004254,EMP0172,2024-12-01,22,22,0,0,16,9.1
ATT004255,EMP0172,2025-01-01,23,21,2,0,15,0.0
ATT004256,EMP0172,2025-02-01,20,20,0,0,17,4.8
ATT004257,EMP0172,2025-03-01,21,21,0,0,19,0.0
ATT004258,EMP0172,2025-04-01,22,21,1,0,13,6.3
ATT004259,EMP0172,2025-05-01,22,21,1,0,21,3.8
ATT004260,EMP0172,2025-06-01,21,21,0,1,18,0.0
ATT004261,EMP0172,2025-07-01,23,23,0,0,18,10.5
ATT004262,EMP0172,2025-08-01,21,21,0,0,19,3.9
ATT004263,EMP0172,2025-09-01,22,19,3,0,13,7.8
ATT004264,EMP0172,2025-10-01,23,22,1,2,16,2.9
ATT004265,EMP0172,2025-11-01,20,20,0,0,17,4.6
ATT004266,EMP0172,2025-12-01,23,23,0,0,16,10.3
ATT004267,EMP0172,2026-01-01,22,22,0,0,19,10.2
ATT004268,EMP0172,2026-02-01,20,20,0,0,19,6.1
ATT004269,EMP0172,2026-03-01,22,22,0,0,18,4.3
ATT004270,EMP0172,2026-04-01,22,22,0,1,16,4.4
ATT004271,EMP0172,2026-05-01,21,20,1,0,20,11.7
ATT004272,EMP0172,2026-06-01,22,22,0,0,16,6.1
ATT004273,EMP0173,2024-01-01,23,20,3,2,10,9.8
ATT004274,EMP0173,2024-02-01,21,16,5,2,4,5.3
ATT004275,EMP0173,2024-03-01,21,17,4,0,0,2.4
ATT004276,EMP0173,2024-04-01,22,17,5,0,9,3.9
ATT004277,EMP0173,2024-05-01,23,18,5,2,4,8.9
ATT004278,EMP0173,2024-06-01,20,16,4,0,7,3.0
ATT004279,EMP0173,2024-07-01,23,20,3,1,7,1.2
ATT004280,EMP0173,2024-08-01,22,20,2,1,9,0.4
ATT004281,EMP0173,2024-09-01,21,19,2,0,11,4.6
ATT004282,EMP0173,2024-10-01,23,21,2,1,6,12.4
ATT004283,EMP0173,2024-11-01,21,18,3,2,7,6.3
ATT004284,EMP0173,2024-12-01,22,21,1,1,11,6.3
ATT004285,EMP0173,2025-01-01,23,20,3,1,6,7.0
ATT004286,EMP0173,2025-02-01,20,16,4,2,5,4.6
ATT004287,EMP0173,2025-03-01,21,16,5,2,7,5.6
ATT004288,EMP0173,2025-04-01,22,20,2,2,7,4.5
ATT004289,EMP0173,2025-05-01,22,18,4,0,5,6.2
ATT004290,EMP0173,2025-06-01,21,14,7,0,1,11.9
ATT004291,EMP0173,2025-07-01,23,22,1,1,8,8.0
ATT004292,EMP0173,2025-08-01,21,18,3,0,11,8.9
ATT004293,EMP0173,2025-09-01,22,18,4,0,10,5.3
ATT004294,EMP0173,2025-10-01,23,18,5,1,3,0.0
ATT004295,EMP0173,2025-11-01,20,17,3,2,8,5.8
ATT004296,EMP0173,2025-12-01,23,15,8,0,7,0.0
ATT004297,EMP0173,2026-01-01,22,21,1,1,7,3.7
