attendance_key,attendance_id,employee_key,attendance_month_key,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours,attendance_rate,absence_rate
1571,ATT001571,63,20260501,21,21,0,0,0,7.3,1.0,0.0
1572,ATT001572,63,20260601,22,22,0,1,0,11.0,1.0,0.0
1573,ATT001573,64,20240101,23,22,1,2,2,9.8,0.9565,0.0435
1574,ATT001574,64,20240201,21,18,3,2,1,6.3,0.8571,0.1429
1575,ATT001575,64,20240301,21,18,3,0,1,7.5,0.8571,0.1429
1576,ATT001576,64,20240401,22,17,5,1,2,9.7,0.7727,0.2273
1577,ATT001577,64,20240501,23,20,3,0,0,2.4,0.8696,0.1304
1578,ATT001578,64,20240601,20,19,1,0,1,5.6,0.95,0.05
1579,ATT001579,64,20240701,23,22,1,2,3,0.0,0.9565,0.0435
1580,ATT001580,64,20240801,22,21,1,0,2,4.5,0.9545,0.0455
1581,ATT001581,64,20240901,21,20,1,0,1,0.0,0.9524,0.0476
1582,ATT001582,64,20241001,23,23,0,1,3,1.2,1.0,0.0
1583,ATT001583,64,20241101,21,19,2,2,1,0.0,0.9048,0.0952
1584,ATT001584,64,20241201,22,22,0,0,2,11.0,1.0,0.0
1585,ATT001585,64,20250101,23,22,1,0,2,1.4,0.9565,0.0435
1586,ATT001586,64,20250201,20,19,1,3,4,10.8,0.95,0.05
1587,ATT001587,64,20250301,21,18,3,1,3,3.3,0.8571,0.1429
1588,ATT001588,64,20250401,22,21,1,0,1,0.0,0.9545,0.0455
1589,ATT001589,64,20250501,22,21,1,1,2,3.4,0.9545,0.0455
1590,ATT001590,64,20250601,21,18,3,0,0,3.3,0.8571,0.1429
1591,ATT001591,64,20250701,23,20,3,2,2,8.5,0.8696,0.1304
1592,ATT001592,64,20250801,21,21,0,0,0,7.4,1.0,0.0
1593,ATT001593,64,20250901,22,22,0,0,5,10.8,1.0,0.0
1594,ATT001594,64,20251001,23,21,2,0,0,0.0,0.913,0.087
1595,ATT001595,64,20251101,20,18,2,1,1,0.0,0.9,0.1
1596,ATT001596,64,20251201,23,19,4,1,2,6.3,0.8261,0.1739
1597,ATT001597,64,20260101,22,19,3,1,0,4.3,0.8636,0.1364
1598,ATT001598,64,20260201,20,20,0,0,1,5.4,1.0,0.0
1599,ATT001599,64,20260301,22,20,2,1,3,0.0,0.9091,0.0909
1600,ATT001600,64,20260401,22,21,1,1,0,3.3,0.9545,0.0455
1601,ATT001601,64,20260501,21,19,2,1,0,1.9,0.9048,0.0952
1602,ATT001602,64,20260601,22,18,4,1,4,2.1,0.8182,0.1818
1603,ATT001603,65,20240101,23,22,1,1,11,0.0,0.9565,0.0435
1604,ATT001604,65,20240201,21,18,3,0,7,5.6,0.8571,0.1429
1605,ATT001605,65,20240301,21,21,0,2,8,3.1,1.0,0.0
1606,ATT001606,65,20240401,22,22,0,0,8,0.4,1.0,0.0
1607,ATT001607,65,20240501,23,18,5,0,3,1.7,0.7826,0.2174
1608,ATT001608,65,20240601,20,19,1,0,4,0.0,0.95,0.05
1609,ATT001609,65,20240701,23,20,3,0,9,9.1,0.8696,0.1304
1610,ATT001610,65,20240801,22,21,1,0,13,4.7,0.9545,0.0455
1611,ATT001611,65,20240901,21,20,1,1,3,4.4,0.9524,0.0476
1612,ATT001612,65,20241001,23,19,4,1,1,2.7,0.8261,0.1739
1613,ATT001613,65,20241101,21,18,3,3,5,1.8,0.8571,0.1429
1614,ATT001614,65,20241201,22,20,2,1,11,9.3,0.9091,0.0909
1615,ATT001615,65,20250101,23,23,0,1,12,0.0,1.0,0.0
1616,ATT001616,65,20250201,20,18,2,1,14,0.0,0.9,0.1
1617,ATT001617,65,20250301,21,16,5,1,10,0.5,0.7619,0.2381
1618,ATT001618,65,20250401,22,19,3,0,10,0.0,0.8636,0.1364
1619,ATT001619,65,20250501,22,19,3,0,10,3.1,0.8636,0.1364
1620,ATT001620,65,20250601,21,17,4,1,10,7.0,0.8095,0.1905
1621,ATT001621,65,20250701,23,18,5,0,7,4.1,0.7826,0.2174
1622,ATT001622,65,20250801,21,21,0,1,5,5.3,1.0,0.0
1623,ATT001623,65,20250901,22,20,2,2,14,9.8,0.9091,0.0909
1624,ATT001624,65,20251001,23,20,3,3,11,5.9,0.8696,0.1304
1625,ATT001625,65,20251101,20,17,3,0,3,0.0,0.85,0.15
1626,ATT001626,65,20251201,23,23,0,3,9,9.8,1.0,0.0
1627,ATT001627,65,20260101,22,20,2,0,2,2.2,0.9091,0.0909
1628,ATT001628,65,20260201,20,18,2,1,13,1.3,0.9,0.1
1629,ATT001629,65,20260301,22,21,1,0,12,4.2,0.9545,0.0455
1630,ATT001630,65,20260401,22,20,2,1,11,7.3,0.9091,0.0909
1631,ATT001631,65,20260501,21,16,5,1,7,2.7,0.7619,0.2381
1632,ATT001632,65,20260601,22,20,2,0,10,1.7,0.9091,0.0909
1633,ATT001633,66,20241201,22,16,6,1,0,8.6,0.7273,0.2727
1634,ATT001634,66,20250101,23,23,0,1,3,12.7,1.0,0.0
1635,ATT001635,66,20250201,20,17,3,1,0,8.2,0.85,0.15
1636,ATT001636,66,20250301,21,19,2,1,5,4.3,0.9048,0.0952
1637,ATT001637,66,20250401,22,19,3,3,3,5.7,0.8636,0.1364
1638,ATT001638,66,20250501,22,19,3,0,4,4.4,0.8636,0.1364
1639,ATT001639,66,20250601,21,17,4,1,4,6.2,0.8095,0.1905
1640,ATT001640,66,20250701,23,22,1,1,1,8.2,0.9565,0.0435
1641,ATT001641,66,20250801,21,16,5,1,1,5.0,0.7619,0.2381
1642,ATT001642,66,20250901,22,20,2,1,0,2.2,0.9091,0.0909
1643,ATT001643,66,20251001,23,20,3,1,3,13.1,0.8696,0.1304
1644,ATT001644,66,20251101,20,16,4,1,2,0.0,0.8,0.2
1645,ATT001645,66,20251201,23,20,3,1,2,5.2,0.8696,0.1304
1646,ATT001646,66,20260101,22,20,2,0,3,4.1,0.9091,0.0909
1647,ATT001647,66,20260201,20,15,5,1,0,7.4,0.75,0.25
1648,ATT001648,66,20260301,22,18,4,0,4,9.1,0.8182,0.1818
1649,ATT001649,66,20260401,22,19,3,3,2,7.6,0.8636,0.1364
1650,ATT001650,66,20260501,21,18,3,1,0,6.9,0.8571,0.1429
1651,ATT001651,66,20260601,22,22,0,5,3,0.7,1.0,0.0
1652,ATT001652,67,20240101,23,17,6,2,11,0.0,0.7391,0.2609
1653,ATT001653,67,20240201,21,15,6,7,8,5.5,0.7143,0.2857
1654,ATT001654,68,20240101,23,21,2,1,2,2.2,0.913,0.087
1655,ATT001655,68,20240201,21,19,2,1,7,1.3,0.9048,0.0952
1656,ATT001656,68,20240301,21,19,2,1,10,3.3,0.9048,0.0952
1657,ATT001657,68,20240401,22,17,5,1,5,0.0,0.7727,0.2273
1658,ATT001658,68,20240501,23,19,4,1,3,0.5,0.8261,0.1739
1659,ATT001659,68,20240601,20,15,5,1,6,0.0,0.75,0.25
1660,ATT001660,68,20240701,23,17,6,0,6,4.8,0.7391,0.2609
1661,ATT001661,68,20240801,22,17,5,3,9,0.0,0.7727,0.2273
1662,ATT001662,68,20240901,21,20,1,2,5,0.0,0.9524,0.0476
1663,ATT001663,68,20241001,23,19,4,3,5,0.0,0.8261,0.1739
1664,ATT001664,68,20241101,21,18,3,1,6,9.9,0.8571,0.1429
1665,ATT001665,68,20241201,22,17,5,1,9,0.0,0.7727,0.2273
1666,ATT001666,68,20250101,23,21,2,1,8,10.9,0.913,0.087
1667,ATT001667,68,20250201,20,18,2,2,11,2.2,0.9,0.1
1668,ATT001668,68,20250301,21,15,6,3,7,3.3,0.7143,0.2857
1669,ATT001669,68,20250401,22,20,2,0,6,6.9,0.9091,0.0909
1670,ATT001670,68,20250501,22,18,4,1,10,1.8,0.8182,0.1818
1671,ATT001671,68,20250601,21,18,3,0,4,3.7,0.8571,0.1429
1672,ATT001672,68,20250701,23,21,2,1,9,2.9,0.913,0.087
1673,ATT001673,68,20250801,21,14,7,0,4,5.4,0.6667,0.3333
1674,ATT001674,68,20250901,22,14,8,1,7,3.0,0.6364,0.3636
1675,ATT001675,68,20251001,23,21,2,2,15,1.3,0.913,0.087
1676,ATT001676,68,20251101,20,17,3,4,7,0.2,0.85,0.15
1677,ATT001677,68,20251201,23,22,1,2,8,2.9,0.9565,0.0435
1678,ATT001678,68,20260101,22,18,4,0,4,9.7,0.8182,0.1818
1679,ATT001679,68,20260201,20,16,4,4,3,0.0,0.8,0.2
1680,ATT001680,68,20260301,22,18,4,1,9,9.4,0.8182,0.1818
1681,ATT001681,68,20260401,22,16,6,2,9,2.9,0.7273,0.2727
1682,ATT001682,68,20260501,21,16,5,2,6,0.0,0.7619,0.2381
1683,ATT001683,68,20260601,22,19,3,1,6,6.5,0.8636,0.1364
1684,ATT001684,69,20240101,23,19,4,2,18,0.9,0.8261,0.1739
1685,ATT001685,69,20240201,21,16,5,0,11,14.0,0.7619,0.2381
1686,ATT001686,69,20240301,21,17,4,4,13,0.0,0.8095,0.1905
1687,ATT001687,69,20240401,22,16,6,0,14,12.2,0.7273,0.2727
1688,ATT001688,69,20240501,23,20,3,2,18,9.0,0.8696,0.1304
1689,ATT001689,69,20240601,20,10,10,1,8,3.9,0.5,0.5
1690,ATT001690,69,20240701,23,16,7,1,13,8.7,0.6957,0.3043
1691,ATT001691,69,20240801,22,17,5,1,17,12.1,0.7727,0.2273
1692,ATT001692,69,20240901,21,17,4,0,14,0.0,0.8095,0.1905
1693,ATT001693,69,20241001,23,19,4,1,16,5.1,0.8261,0.1739
1694,ATT001694,69,20241101,21,17,4,1,14,2.0,0.8095,0.1905
1695,ATT001695,70,20240101,23,23,0,0,3,6.0,1.0,0.0
1696,ATT001696,70,20240201,21,21,0,0,1,1.2,1.0,0.0
1697,ATT001697,70,20240301,21,20,1,0,1,4.1,0.9524,0.0476
1698,ATT001698,70,20240401,22,20,2,1,1,9.2,0.9091,0.0909
1699,ATT001699,70,20240501,23,22,1,0,1,3.3,0.9565,0.0435
1700,ATT001700,70,20240601,20,19,1,2,3,10.1,0.95,0.05
1701,ATT001701,70,20240701,23,23,0,0,2,3.1,1.0,0.0
1702,ATT001702,70,20240801,22,22,0,1,3,4.8,1.0,0.0
1703,ATT001703,70,20240901,21,21,0,1,1,1.7,1.0,0.0
1704,ATT001704,70,20241001,23,22,1,1,4,6.9,0.9565,0.0435
1705,ATT001705,70,20241101,21,20,1,0,5,8.7,0.9524,0.0476
1706,ATT001706,70,20241201,22,22,0,0,0,0.0,1.0,0.0
1707,ATT001707,70,20250101,23,23,0,1,3,1.8,1.0,0.0
1708,ATT001708,70,20250201,20,19,1,0,1,1.7,0.95,0.05
1709,ATT001709,70,20250301,21,21,0,0,3,4.3,1.0,0.0
1710,ATT001710,70,20250401,22,22,0,0,5,1.4,1.0,0.0
1711,ATT001711,70,20250501,22,22,0,0,1,4.5,1.0,0.0
1712,ATT001712,70,20250601,21,21,0,1,0,1.2,1.0,0.0
1713,ATT001713,70,20250701,23,23,0,0,0,7.2,1.0,0.0
1714,ATT001714,70,20250801,21,20,1,0,2,12.0,0.9524,0.0476
1715,ATT001715,70,20250901,22,21,1,0,2,0.0,0.9545,0.0455
1716,ATT001716,70,20251001,23,23,0,0,0,6.1,1.0,0.0
1717,ATT001717,70,20251101,20,20,0,0,2,7.8,1.0,0.0
1718,ATT001718,70,20251201,23,23,0,0,0,7.8,1.0,0.0
1719,ATT001719,70,20260101,22,20,2,0,0,0.0,0.9091,0.0909
1720,ATT001720,70,20260201,20,20,0,0,0,5.1,1.0,0.0
1721,ATT001721,70,20260301,22,21,1,0,3,5.4,0.9545,0.0455
1722,ATT001722,70,20260401,22,22,0,0,2,3.4,1.0,0.0
1723,ATT001723,70,20260501,21,21,0,0,2,1.5,1.0,0.0
1724,ATT001724,70,20260601,22,21,1,0,0,8.8,0.9545,0.0455
1725,ATT001725,71,20240101,23,21,2,1,1,1.9,0.913,0.087
1726,ATT001726,71,20240201,21,19,2,0,2,0.6,0.9048,0.0952
1727,ATT001727,71,20240301,21,19,2,0,0,7.0,0.9048,0.0952
1728,ATT001728,71,20240401,22,18,4,1,3,4.1,0.8182,0.1818
1729,ATT001729,71,20240501,23,20,3,1,3,1.4,0.8696,0.1304
1730,ATT001730,71,20240601,20,18,2,1,3,8.1,0.9,0.1
1731,ATT001731,71,20240701,23,22,1,2,2,1.6,0.9565,0.0435
1732,ATT001732,71,20240801,22,17,5,1,0,6.6,0.7727,0.2273
1733,ATT001733,71,20240901,21,16,5,1,1,1.4,0.7619,0.2381
1734,ATT001734,71,20241001,23,19,4,1,2,5.4,0.8261,0.1739
1735,ATT001735,71,20241101,21,21,0,1,2,1.7,1.0,0.0
1736,ATT001736,71,20241201,22,17,5,0,1,5.2,0.7727,0.2273
1737,ATT001737,71,20250101,23,19,4,0,0,1.9,0.8261,0.1739
1738,ATT001738,71,20250201,20,19,1,1,0,3.9,0.95,0.05
1739,ATT001739,71,20250301,21,15,6,1,0,8.8,0.7143,0.2857
1740,ATT001740,71,20250401,22,20,2,1,3,3.0,0.9091,0.0909
1741,ATT001741,71,20250501,22,17,5,1,2,3.3,0.7727,0.2273
1742,ATT001742,71,20250601,21,19,2,1,5,5.5,0.9048,0.0952
1743,ATT001743,72,20251101,20,13,7,3,0,9.0,0.65,0.35
1744,ATT001744,72,20251201,23,18,5,1,0,0.0,0.7826,0.2174
1745,ATT001745,72,20260101,22,14,8,2,0,4.4,0.6364,0.3636
1746,ATT001746,72,20260201,20,15,5,1,1,7.6,0.75,0.25
1747,ATT001747,72,20260301,22,20,2,2,0,7.4,0.9091,0.0909
1748,ATT001748,72,20260401,22,19,3,3,2,3.8,0.8636,0.1364
1749,ATT001749,72,20260501,21,18,3,2,1,6.8,0.8571,0.1429
1750,ATT001750,73,20250901,22,17,5,1,0,2.1,0.7727,0.2273
1751,ATT001751,73,20251001,23,19,4,1,5,11.6,0.8261,0.1739
1752,ATT001752,73,20251101,20,17,3,2,0,0.0,0.85,0.15
1753,ATT001753,73,20251201,23,19,4,1,0,6.6,0.8261,0.1739
1754,ATT001754,73,20260101,22,17,5,4,2,4.6,0.7727,0.2273
1755,ATT001755,73,20260201,20,17,3,4,0,5.7,0.85,0.15
1756,ATT001756,73,20260301,22,19,3,0,2,0.7,0.8636,0.1364
1757,ATT001757,73,20260401,22,15,7,1,0,0.0,0.6818,0.3182
1758,ATT001758,73,20260501,21,15,6,1,2,1.5,0.7143,0.2857
1759,ATT001759,73,20260601,22,19,3,0,0,10.7,0.8636,0.1364
1760,ATT001760,74,20240901,21,21,0,0,3,4.0,1.0,0.0
1761,ATT001761,74,20241001,23,22,1,0,2,9.2,0.9565,0.0435
1762,ATT001762,74,20241101,21,21,0,0,1,5.1,1.0,0.0
1763,ATT001763,74,20241201,22,19,3,0,1,0.0,0.8636,0.1364
1764,ATT001764,74,20250101,23,23,0,0,4,4.7,1.0,0.0
1765,ATT001765,74,20250201,20,20,0,0,0,0.2,1.0,0.0
1766,ATT001766,74,20250301,21,21,0,0,0,0.0,1.0,0.0
1767,ATT001767,74,20250401,22,22,0,0,2,0.0,1.0,0.0
1768,ATT001768,74,20250501,22,22,0,0,3,1.1,1.0,0.0
1769,ATT001769,74,20250601,21,21,0,0,1,1.9,1.0,0.0
1770,ATT001770,74,20250701,23,23,0,0,1,2.5,1.0,0.0
1771,ATT001771,74,20250801,21,20,1,0,0,3.3,0.9524,0.0476
1772,ATT001772,74,20250901,22,22,0,0,0,0.4,1.0,0.0
1773,ATT001773,74,20251001,23,23,0,0,3,2.3,1.0,0.0
1774,ATT001774,74,20251101,20,20,0,0,1,0.0,1.0,0.0
1775,ATT001775,74,20251201,23,23,0,0,3,0.0,1.0,0.0
1776,ATT001776,74,20260101,22,22,0,0,1,4.4,1.0,0.0
1777,ATT001777,74,20260201,20,19,1,1,3,7.2,0.95,0.05
1778,ATT001778,74,20260301,22,22,0,0,1,2.5,1.0,0.0
1779,ATT001779,74,20260401,22,21,1,1,0,3.4,0.9545,0.0455
1780,ATT001780,74,20260501,21,21,0,0,2,8.0,1.0,0.0
1781,ATT001781,74,20260601,22,22,0,0,1,2.8,1.0,0.0
1782,ATT001782,75,20240101,23,20,3,1,1,2.6,0.8696,0.1304
1783,ATT001783,75,20240201,21,16,5,0,0,1.5,0.7619,0.2381
1784,ATT001784,75,20240301,21,19,2,1,0,4.0,0.9048,0.0952
1785,ATT001785,75,20240401,22,21,1,1,0,5.1,0.9545,0.0455
1786,ATT001786,75,20240501,23,19,4,0,0,4.8,0.8261,0.1739
1787,ATT001787,75,20240601,20,19,1,0,0,4.4,0.95,0.05
1788,ATT001788,75,20240701,23,22,1,0,1,5.8,0.9565,0.0435
1789,ATT001789,75,20240801,22,20,2,0,1,5.5,0.9091,0.0909
1790,ATT001790,75,20240901,21,21,0,3,0,6.3,1.0,0.0
1791,ATT001791,75,20241001,23,19,4,0,0,14.9,0.8261,0.1739
1792,ATT001792,75,20241101,21,20,1,1,2,4.3,0.9524,0.0476
1793,ATT001793,75,20241201,22,18,4,0,2,0.9,0.8182,0.1818
1794,ATT001794,75,20250101,23,22,1,2,0,0.0,0.9565,0.0435
1795,ATT001795,75,20250201,20,19,1,1,0,7.0,0.95,0.05
1796,ATT001796,75,20250301,21,18,3,0,0,8.6,0.8571,0.1429
1797,ATT001797,75,20250401,22,21,1,0,4,2.5,0.9545,0.0455
1798,ATT001798,75,20250501,22,22,0,3,2,5.3,1.0,0.0
1799,ATT001799,75,20250601,21,19,2,0,4,0.0,0.9048,0.0952
1800,ATT001800,75,20250701,23,23,0,3,5,3.7,1.0,0.0
1801,ATT001801,75,20250801,21,21,0,0,1,7.5,1.0,0.0
1802,ATT001802,75,20250901,22,22,0,2,3,6.3,1.0,0.0
1803,ATT001803,75,20251001,23,20,3,1,0,4.7,0.8696,0.1304
1804,ATT001804,75,20251101,20,18,2,0,0,0.0,0.9,0.1
1805,ATT001805,75,20251201,23,21,2,2,3,0.0,0.913,0.087
1806,ATT001806,75,20260101,22,20,2,0,0,5.5,0.9091,0.0909
1807,ATT001807,75,20260201,20,18,2,0,2,0.0,0.9,0.1
1808,ATT001808,75,20260301,22,21,1,1,0,0.5,0.9545,0.0455
1809,ATT001809,75,20260401,22,21,1,1,3,2.7,0.9545,0.0455
1810,ATT001810,75,20260501,21,18,3,2,2,5.8,0.8571,0.1429
1811,ATT001811,75,20260601,22,21,1,0,2,0.0,0.9545,0.0455
1812,ATT001812,76,20240101,23,18,5,2,9,5.8,0.7826,0.2174
1813,ATT001813,76,20240201,21,17,4,2,9,0.0,0.8095,0.1905
1814,ATT001814,76,20240301,21,18,3,1,3,6.0,0.8571,0.1429
1815,ATT001815,76,20240401,22,18,4,1,3,4.6,0.8182,0.1818
1816,ATT001816,76,20240501,23,20,3,3,13,0.0,0.8696,0.1304
1817,ATT001817,76,20240601,20,18,2,1,8,4.4,0.9,0.1
1818,ATT001818,76,20240701,23,17,6,4,8,0.0,0.7391,0.2609
1819,ATT001819,76,20240801,22,20,2,2,5,10.2,0.9091,0.0909
1820,ATT001820,76,20240901,21,19,2,0,11,0.0,0.9048,0.0952
1821,ATT001821,76,20241001,23,22,1,0,12,9.4,0.9565,0.0435
1822,ATT001822,76,20241101,21,16,5,1,8,5.7,0.7619,0.2381
1823,ATT001823,77,20240101,23,23,0,0,10,4.5,1.0,0.0
1824,ATT001824,77,20240201,21,21,0,0,6,0.0,1.0,0.0
1825,ATT001825,77,20240301,21,21,0,2,12,6.0,1.0,0.0
1826,ATT001826,77,20240401,22,19,3,0,9,5.1,0.8636,0.1364
1827,ATT001827,77,20240501,23,22,1,0,7,5.5,0.9565,0.0435
1828,ATT001828,77,20240601,20,19,1,0,10,0.0,0.95,0.05
1829,ATT001829,77,20240701,23,22,1,2,9,12.6,0.9565,0.0435
1830,ATT001830,77,20240801,22,20,2,1,13,3.4,0.9091,0.0909
1831,ATT001831,77,20240901,21,21,0,0,9,7.2,1.0,0.0
1832,ATT001832,77,20241001,23,22,1,0,7,0.0,0.9565,0.0435
1833,ATT001833,77,20241101,21,19,2,1,6,0.0,0.9048,0.0952
1834,ATT001834,77,20241201,22,20,2,0,4,1.4,0.9091,0.0909
1835,ATT001835,77,20250101,23,23,0,1,14,2.6,1.0,0.0
1836,ATT001836,77,20250201,20,16,4,2,6,10.4,0.8,0.2
1837,ATT001837,77,20250301,21,17,4,0,14,0.0,0.8095,0.1905
1838,ATT001838,77,20250401,22,22,0,3,10,10.4,1.0,0.0
1839,ATT001839,77,20250501,22,20,2,1,9,5.9,0.9091,0.0909
1840,ATT001840,77,20250601,21,19,2,2,12,2.5,0.9048,0.0952
1841,ATT001841,77,20250701,23,23,0,1,8,3.5,1.0,0.0
1842,ATT001842,77,20250801,21,19,2,1,4,2.2,0.9048,0.0952
1843,ATT001843,77,20250901,22,19,3,1,8,10.9,0.8636,0.1364
1844,ATT001844,77,20251001,23,21,2,1,10,1.3,0.913,0.087
1845,ATT001845,77,20251101,20,16,4,0,2,6.8,0.8,0.2
1846,ATT001846,77,20251201,23,21,2,1,7,3.0,0.913,0.087
1847,ATT001847,77,20260101,22,21,1,1,8,4.9,0.9545,0.0455
1848,ATT001848,77,20260201,20,18,2,0,6,2.1,0.9,0.1
1849,ATT001849,77,20260301,22,22,0,1,14,0.9,1.0,0.0
1850,ATT001850,77,20260401,22,22,0,0,8,5.4,1.0,0.0
1851,ATT001851,77,20260501,21,16,5,1,10,2.3,0.7619,0.2381
1852,ATT001852,77,20260601,22,19,3,0,7,8.7,0.8636,0.1364
1853,ATT001853,78,20260201,20,19,1,2,3,6.2,0.95,0.05
1854,ATT001854,78,20260301,22,20,2,0,4,5.7,0.9091,0.0909
1855,ATT001855,78,20260401,22,20,2,2,1,10.0,0.9091,0.0909
1856,ATT001856,78,20260501,21,21,0,0,0,4.9,1.0,0.0
1857,ATT001857,78,20260601,22,21,1,1,3,1.2,0.9545,0.0455
1858,ATT001858,79,20240101,23,22,1,1,8,7.2,0.9565,0.0435
1859,ATT001859,79,20240201,21,21,0,1,12,7.0,1.0,0.0
1860,ATT001860,79,20240301,21,20,1,0,7,1.5,0.9524,0.0476
1861,ATT001861,79,20240401,22,22,0,0,8,0.0,1.0,0.0
1862,ATT001862,79,20240501,23,23,0,0,13,4.0,1.0,0.0
1863,ATT001863,79,20240601,20,18,2,0,12,8.8,0.9,0.1
1864,ATT001864,79,20240701,23,23,0,0,6,9.8,1.0,0.0
1865,ATT001865,79,20240801,22,21,1,0,7,4.9,0.9545,0.0455
1866,ATT001866,79,20240901,21,19,2,1,6,4.6,0.9048,0.0952
1867,ATT001867,79,20241001,23,21,2,0,6,2.8,0.913,0.087
1868,ATT001868,79,20241101,21,21,0,0,13,3.7,1.0,0.0
1869,ATT001869,79,20241201,22,21,1,0,6,3.0,0.9545,0.0455
1870,ATT001870,79,20250101,23,23,0,0,6,12.3,1.0,0.0
1871,ATT001871,79,20250201,20,20,0,0,10,4.9,1.0,0.0
1872,ATT001872,79,20250301,21,21,0,0,11,1.7,1.0,0.0
1873,ATT001873,79,20250401,22,22,0,0,9,0.0,1.0,0.0
1874,ATT001874,79,20250501,22,22,0,0,9,2.9,1.0,0.0
1875,ATT001875,79,20250601,21,20,1,0,10,5.2,0.9524,0.0476
1876,ATT001876,79,20250701,23,23,0,0,14,2.2,1.0,0.0
1877,ATT001877,79,20250801,21,21,0,0,9,6.9,1.0,0.0
1878,ATT001878,79,20250901,22,20,2,0,9,2.9,0.9091,0.0909
1879,ATT001879,79,20251001,23,23,0,0,4,6.7,1.0,0.0
1880,ATT001880,79,20251101,20,19,1,1,7,2.3,0.95,0.05
1881,ATT001881,79,20251201,23,23,0,0,13,5.1,1.0,0.0
1882,ATT001882,79,20260101,22,22,0,1,7,8.6,1.0,0.0
1883,ATT001883,79,20260201,20,20,0,0,11,0.0,1.0,0.0
1884,ATT001884,79,20260301,22,20,2,0,1,3.7,0.9091,0.0909
1885,ATT001885,79,20260401,22,21,1,1,12,7.3,0.9545,0.0455
1886,ATT001886,79,20260501,21,21,0,0,7,3.8,1.0,0.0
1887,ATT001887,79,20260601,22,22,0,0,12,0.0,1.0,0.0
1888,ATT001888,80,20240101,23,23,0,0,9,3.1,1.0,0.0
1889,ATT001889,80,20240201,21,21,0,1,3,0.0,1.0,0.0
1890,ATT001890,80,20240301,21,21,0,0,5,2.8,1.0,0.0
1891,ATT001891,80,20240401,22,21,1,1,9,11.4,0.9545,0.0455
1892,ATT001892,80,20240501,23,22,1,0,10,7.6,0.9565,0.0435
1893,ATT001893,80,20240601,20,20,0,1,5,1.0,1.0,0.0
1894,ATT001894,80,20240701,23,22,1,0,9,5.2,0.9565,0.0435
1895,ATT001895,80,20240801,22,21,1,0,4,2.4,0.9545,0.0455
1896,ATT001896,80,20240901,21,21,0,0,13,3.6,1.0,0.0
1897,ATT001897,80,20241001,23,22,1,0,9,0.0,0.9565,0.0435
1898,ATT001898,80,20241101,21,20,1,1,8,1.4,0.9524,0.0476
1899,ATT001899,80,20241201,22,22,0,0,9,5.2,1.0,0.0
1900,ATT001900,80,20250101,23,23,0,0,7,1.4,1.0,0.0
1901,ATT001901,80,20250201,20,20,0,0,3,1.3,1.0,0.0
1902,ATT001902,80,20250301,21,21,0,0,7,1.2,1.0,0.0
1903,ATT001903,80,20250401,22,22,0,0,12,5.0,1.0,0.0
1904,ATT001904,80,20250501,22,22,0,0,4,5.4,1.0,0.0
1905,ATT001905,80,20250601,21,21,0,0,8,5.9,1.0,0.0
1906,ATT001906,80,20250701,23,23,0,0,12,10.9,1.0,0.0
1907,ATT001907,80,20250801,21,20,1,0,15,6.8,0.9524,0.0476
1908,ATT001908,80,20250901,22,22,0,0,13,4.4,1.0,0.0
1909,ATT001909,80,20251001,23,23,0,1,8,2.5,1.0,0.0
1910,ATT001910,80,20251101,20,20,0,0,4,0.5,1.0,0.0
1911,ATT001911,80,20251201,23,23,0,0,5,3.9,1.0,0.0
1912,ATT001912,80,20260101,22,21,1,0,8,0.0,0.9545,0.0455
1913,ATT001913,80,20260201,20,20,0,0,7,0.0,1.0,0.0
1914,ATT001914,80,20260301,22,22,0,0,15,4.4,1.0,0.0
1915,ATT001915,80,20260401,22,22,0,1,9,0.3,1.0,0.0
1916,ATT001916,80,20260501,21,21,0,0,9,0.2,1.0,0.0
1917,ATT001917,80,20260601,22,21,1,0,10,2.4,0.9545,0.0455
1918,ATT001918,81,20240101,23,22,1,0,21,0.3,0.9565,0.0435
1919,ATT001919,81,20240201,21,21,0,0,17,9.6,1.0,0.0
1920,ATT001920,81,20240301,21,21,0,0,16,11.8,1.0,0.0
1921,ATT001921,81,20240401,22,22,0,0,20,0.0,1.0,0.0
1922,ATT001922,81,20240501,23,21,2,0,18,9.9,0.913,0.087
1923,ATT001923,81,20240601,20,19,1,0,16,4.6,0.95,0.05
1924,ATT001924,81,20240701,23,23,0,1,19,2.4,1.0,0.0
1925,ATT001925,81,20240801,22,22,0,0,17,7.4,1.0,0.0
1926,ATT001926,81,20240901,21,20,1,0,17,7.7,0.9524,0.0476
1927,ATT001927,81,20241001,23,23,0,0,20,12.8,1.0,0.0
1928,ATT001928,81,20241101,21,21,0,0,17,14.7,1.0,0.0
1929,ATT001929,81,20241201,22,21,1,0,15,0.0,0.9545,0.0455
1930,ATT001930,81,20250101,23,23,0,0,18,10.6,1.0,0.0
1931,ATT001931,81,20250201,20,18,2,0,14,4.2,0.9,0.1
1932,ATT001932,81,20250301,21,21,0,0,19,5.2,1.0,0.0
1933,ATT001933,81,20250401,22,22,0,0,22,7.6,1.0,0.0
1934,ATT001934,81,20250501,22,22,0,0,19,2.8,1.0,0.0
1935,ATT001935,81,20250601,21,20,1,0,15,0.0,0.9524,0.0476
